Affiliation1,Affiliation2,Ratio,Token_Sort_Ratio
Institut fu&#x0308;r Wirtschaftsinformatik,Alliander,16,16
Institut fu&#x0308;r Wirtschaftsinformatik,Meredith College,17,18
Institut fu&#x0308;r Wirtschaftsinformatik,Central Washington University,34,34
Institut fu&#x0308;r Wirtschaftsinformatik,Yonsei University Wonju Campus,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Oracle Corporation,27,31
Institut fu&#x0308;r Wirtschaftsinformatik,University of the Cumberlands,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,"Amity University, Uttar Pradesh",33,31
Institut fu&#x0308;r Wirtschaftsinformatik,Food and Drug Administration of Korea,35,36
Institut fu&#x0308;r Wirtschaftsinformatik,High School Yards,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,Yakin Doğu Üniversitesi,34,35
Institut fu&#x0308;r Wirtschaftsinformatik,University of Sunderland,33,34
Institut fu&#x0308;r Wirtschaftsinformatik,National Cancer Institute,33,45
Institut fu&#x0308;r Wirtschaftsinformatik,Vpi at Dulles,18,15
Institut fu&#x0308;r Wirtschaftsinformatik,Internal Revenue Service,27,28
Institut fu&#x0308;r Wirtschaftsinformatik,Equifax,16,21
Institut fu&#x0308;r Wirtschaftsinformatik,"Sonetics Ultrasound, Inc.",30,34
Institut fu&#x0308;r Wirtschaftsinformatik,Al-Balqa Applied University,23,26
Institut fu&#x0308;r Wirtschaftsinformatik,Shanghai Second Polytechnic University,28,28
Institut fu&#x0308;r Wirtschaftsinformatik,Temasek Applied Science School,22,31
Institut fu&#x0308;r Wirtschaftsinformatik,American Airlines,24,31
Institut fu&#x0308;r Wirtschaftsinformatik,City College,19,19
Institut fu&#x0308;r Wirtschaftsinformatik,Suncorp Australia,31,34
Institut fu&#x0308;r Wirtschaftsinformatik,M6D Research,19,19
Institut fu&#x0308;r Wirtschaftsinformatik,USC/ISI,20,25
Institut fu&#x0308;r Wirtschaftsinformatik,Montpellier Business School,29,35
Institut fu&#x0308;r Wirtschaftsinformatik,Liechtenstein University,36,34
Institut fu&#x0308;r Wirtschaftsinformatik,Guizhou University of Finance and Economics,35,29
Institut fu&#x0308;r Wirtschaftsinformatik,Fachhochschule Nordwestschweiz,28,31
Institut fu&#x0308;r Wirtschaftsinformatik,Participatory Research in Asia (PRIA),35,34
Institut fu&#x0308;r Wirtschaftsinformatik,University of Richmond,34,32
Institut fu&#x0308;r Wirtschaftsinformatik,University of Hyderabad,31,25
Institut fu&#x0308;r Wirtschaftsinformatik,East-West Center,24,28
Institut fu&#x0308;r Wirtschaftsinformatik,IBM France Company,30,24
Institut fu&#x0308;r Wirtschaftsinformatik,Together Internet Services GmbH,30,33
Institut fu&#x0308;r Wirtschaftsinformatik,LSMRC,13,13
Institut fu&#x0308;r Wirtschaftsinformatik,Yunnan University of Finance and Economics,33,29
Institut fu&#x0308;r Wirtschaftsinformatik,Applied Materials Belgium,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,Applied Materials Incorporated,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,ALBA Graduate Business School,25,31
Institut fu&#x0308;r Wirtschaftsinformatik,Daelim Industrial Co. Ltd.,26,28
Institut fu&#x0308;r Wirtschaftsinformatik,Universite de Technologie de Troyes,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,Universitatea Politehnica din Timisoara,37,32
Institut fu&#x0308;r Wirtschaftsinformatik,Motilal Nehru National Institute of Technology,36,39
Institut fu&#x0308;r Wirtschaftsinformatik,"Advanced Learning Partnerships, Inc.",28,29
Institut fu&#x0308;r Wirtschaftsinformatik,Business and Market Research,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,NHS Foundation Trust,35,33
Institut fu&#x0308;r Wirtschaftsinformatik,Bridgewater State College,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,Information Systems,30,33
Institut fu&#x0308;r Wirtschaftsinformatik,Wuhan Yangtze Business University,27,35
Institut fu&#x0308;r Wirtschaftsinformatik,Facoltà di Scienze dell'Università dell'Insubria,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,National Defense University,32,32
Institut fu&#x0308;r Wirtschaftsinformatik,Beijing Normal University,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Centric,20,21
Institut fu&#x0308;r Wirtschaftsinformatik,Mississipi State University,35,32
Institut fu&#x0308;r Wirtschaftsinformatik,Western Digital,25,29
Institut fu&#x0308;r Wirtschaftsinformatik,Center for Telecom Management (CTM,32,35
Institut fu&#x0308;r Wirtschaftsinformatik,Bunnyfoot Ltd,18,26
Institut fu&#x0308;r Wirtschaftsinformatik,Saint Xavier University,37,34
Institut fu&#x0308;r Wirtschaftsinformatik,Del Mar College,18,14
Institut fu&#x0308;r Wirtschaftsinformatik,Keio University,28,25
Institut fu&#x0308;r Wirtschaftsinformatik,TiasNimbas Business School,29,39
Institut fu&#x0308;r Wirtschaftsinformatik,Tufts Medical Center,29,33
Institut fu&#x0308;r Wirtschaftsinformatik,BGW Management Advisory Group,20,29
Institut fu&#x0308;r Wirtschaftsinformatik,Doll and Associates,23,27
Institut fu&#x0308;r Wirtschaftsinformatik,Working Tomorrow,21,25
Institut fu&#x0308;r Wirtschaftsinformatik,Siemens Management Consulting,25,29
Institut fu&#x0308;r Wirtschaftsinformatik,Personal Computer Division,26,30
Institut fu&#x0308;r Wirtschaftsinformatik,Stockton University,33,30
Institut fu&#x0308;r Wirtschaftsinformatik,University of Houston-Victoria,36,37
Institut fu&#x0308;r Wirtschaftsinformatik,Barrow Neurological Institute,28,40
Institut fu&#x0308;r Wirtschaftsinformatik,Assistant Professor of Management Information Systems,40,32
Institut fu&#x0308;r Wirtschaftsinformatik,Associate Professor of Finance,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,Our Lady of the Lake Regional Medical Center,28,28
Institut fu&#x0308;r Wirtschaftsinformatik,Het Buitenhuis,25,29
Institut fu&#x0308;r Wirtschaftsinformatik,CAOP,13,13
Institut fu&#x0308;r Wirtschaftsinformatik,Around America Aviation Group,28,29
Institut fu&#x0308;r Wirtschaftsinformatik,"RISE, Swedish Institute of Computer Science",40,43
Institut fu&#x0308;r Wirtschaftsinformatik,HEDventures Pty Ltd,23,23
Institut fu&#x0308;r Wirtschaftsinformatik,Anadarko Petroleum Corporation,28,28
Institut fu&#x0308;r Wirtschaftsinformatik,KEGDE Business School.,25,32
Institut fu&#x0308;r Wirtschaftsinformatik,"Kimley-Horn and Associates, Inc.",30,31
Institut fu&#x0308;r Wirtschaftsinformatik,"Halmstad University, School of Information Science, Computer and Electrical Engineering",31,33
Institut fu&#x0308;r Wirtschaftsinformatik,I-SW Corporation,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,Rikshospitalet-Radiumhospitalet HF,32,43
Institut fu&#x0308;r Wirtschaftsinformatik,Kirurgisk avdeling,27,27
Institut fu&#x0308;r Wirtschaftsinformatik,Faculty of Business Administration,37,37
Institut fu&#x0308;r Wirtschaftsinformatik,Pontificia Universidad Católica de Chile,34,28
Institut fu&#x0308;r Wirtschaftsinformatik,Ono Academic College,19,16
Institut fu&#x0308;r Wirtschaftsinformatik,Olmsted Medical Center,25,32
Institut fu&#x0308;r Wirtschaftsinformatik,College of Management Academic Studies Israel,25,23
Institut fu&#x0308;r Wirtschaftsinformatik,Research Studio Inter-Organizational Systems,28,35
Institut fu&#x0308;r Wirtschaftsinformatik,Toulouse Business School,27,31
Institut fu&#x0308;r Wirtschaftsinformatik,Beijing Institute of Big Data Research,40,38
Institut fu&#x0308;r Wirtschaftsinformatik,University of Aizu,30,31
Institut fu&#x0308;r Wirtschaftsinformatik,Sheldon-Hart Mountain National Wildlife Refuge Complex,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,UNLV,9,9
Institut fu&#x0308;r Wirtschaftsinformatik,Korean Advanced Institute of Science,38,42
Institut fu&#x0308;r Wirtschaftsinformatik,Grant Medical College,22,23
Institut fu&#x0308;r Wirtschaftsinformatik,"Oxford Books, Inc",20,25
Institut fu&#x0308;r Wirtschaftsinformatik,William E. Simon Grad. Sch. Bus. A.,29,34
Institut fu&#x0308;r Wirtschaftsinformatik,Université,23,28
Institut fu&#x0308;r Wirtschaftsinformatik,St George's University of London,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,Rethink Mental Illness,25,35
Institut fu&#x0308;r Wirtschaftsinformatik,University of Huddersfield,32,30
Institut fu&#x0308;r Wirtschaftsinformatik,Together for Mental Wellbeing,28,31
Institut fu&#x0308;r Wirtschaftsinformatik,RTI International,34,38
Institut fu&#x0308;r Wirtschaftsinformatik,Noah's Ark Lab,21,25
Institut fu&#x0308;r Wirtschaftsinformatik,SSPA Sweden AB,21,22
Institut fu&#x0308;r Wirtschaftsinformatik,Research Center for Information Technology,36,36
Institut fu&#x0308;r Wirtschaftsinformatik,CyberMedia,15,16
Institut fu&#x0308;r Wirtschaftsinformatik,Hebei Normal University,28,28
Institut fu&#x0308;r Wirtschaftsinformatik,University of Shanghai for Science and Technology,35,31
Institut fu&#x0308;r Wirtschaftsinformatik,Xihua University,31,32
Institut fu&#x0308;r Wirtschaftsinformatik,Jinwen University of Science Technology,35,30
Institut fu&#x0308;r Wirtschaftsinformatik,Karl Eller Grad. Sch. Mgmt.,26,25
Institut fu&#x0308;r Wirtschaftsinformatik,Dongyang Mirae University,27,27
Institut fu&#x0308;r Wirtschaftsinformatik,Ministry of Finance,36,30
Institut fu&#x0308;r Wirtschaftsinformatik,"Engineering and Physical Sciences Research Council, UK",31,32
Institut fu&#x0308;r Wirtschaftsinformatik,Lake University,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,University of Northern British Columbia,37,30
Institut fu&#x0308;r Wirtschaftsinformatik,Shandong University of Science and Technology,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Haier Inc.,19,20
Institut fu&#x0308;r Wirtschaftsinformatik,Telcordia Poland Sp. z o.o.,17,30
Institut fu&#x0308;r Wirtschaftsinformatik,IBM Ireland Limited,26,27
Institut fu&#x0308;r Wirtschaftsinformatik,Maoming University,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,NHS Southampton Clinical Commissioning Group,30,28
Institut fu&#x0308;r Wirtschaftsinformatik,Butler University,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Geospin GmbH,15,15
Institut fu&#x0308;r Wirtschaftsinformatik,West China Hospital of Sichuan University,36,37
Institut fu&#x0308;r Wirtschaftsinformatik,Guangxi University for Nationalities,41,34
Institut fu&#x0308;r Wirtschaftsinformatik,Cattaneo University,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,Mcmaser University,27,27
Institut fu&#x0308;r Wirtschaftsinformatik,University of Michigan's School of Business Administration,38,32
Institut fu&#x0308;r Wirtschaftsinformatik,Dalton State College,23,23
Institut fu&#x0308;r Wirtschaftsinformatik,Jacksonville University,28,25
Institut fu&#x0308;r Wirtschaftsinformatik,The Netherlands Cancer Institute,27,41
Institut fu&#x0308;r Wirtschaftsinformatik,Caramba Labs. Software AG,21,22
Institut fu&#x0308;r Wirtschaftsinformatik,Los Alamos National Laboratory,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,Atomic Weapons Establishment,26,26
Institut fu&#x0308;r Wirtschaftsinformatik,"Sandia National Laboratories, New Mexico",29,28
Institut fu&#x0308;r Wirtschaftsinformatik,Commissariat à ĹÉnergie Atomique,32,31
Institut fu&#x0308;r Wirtschaftsinformatik,University of Rochester Laboratory for Laser Energetics,37,31
Institut fu&#x0308;r Wirtschaftsinformatik,Bechtel,12,12
Institut fu&#x0308;r Wirtschaftsinformatik,Ministry of Health Malawai,38,24
Institut fu&#x0308;r Wirtschaftsinformatik,IBM China Research Laboratory,34,29
Institut fu&#x0308;r Wirtschaftsinformatik,Stevens University,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,"James Cook University, Australia",30,31
Institut fu&#x0308;r Wirtschaftsinformatik,The Information Management Group (IMG AG,29,35
Institut fu&#x0308;r Wirtschaftsinformatik,APM Terminals Management B.V,23,26
Institut fu&#x0308;r Wirtschaftsinformatik,Waynesburg College,23,17
Institut fu&#x0308;r Wirtschaftsinformatik,Hunan Electric Power Company,29,29
Institut fu&#x0308;r Wirtschaftsinformatik,State Grid Human Electric Power Company,35,32
Institut fu&#x0308;r Wirtschaftsinformatik,Belmont University,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,Texas A&M University-Commerce,28,26
Institut fu&#x0308;r Wirtschaftsinformatik,Hogeschool van Arnhem en Nijmegen,21,24
Institut fu&#x0308;r Wirtschaftsinformatik,Sunnaas Rehabilitation Hospital,33,33
Institut fu&#x0308;r Wirtschaftsinformatik,Lombardi Comprehensive Cancer Center,26,34
Institut fu&#x0308;r Wirtschaftsinformatik,Roswell Park Cancer Institute,28,40
Institut fu&#x0308;r Wirtschaftsinformatik,Potomac Hospital,21,28
Institut fu&#x0308;r Wirtschaftsinformatik,Nicholls State University,33,30
Institut fu&#x0308;r Wirtschaftsinformatik,Society of Simulation and Gaming of,34,34
Institut fu&#x0308;r Wirtschaftsinformatik,Copenhagen Busness School,24,27
Institut fu&#x0308;r Wirtschaftsinformatik,Fraunhofer Institute for Manufacturing Engineering and Automation IPA,40,35
Institut fu&#x0308;r Wirtschaftsinformatik,"Fraunhofer Research Institution for Casting, Composite and Processing Technology IGCV",35,34
Institut fu&#x0308;r Wirtschaftsinformatik,University of Hawaii at Manoa,39,29
Institut fu&#x0308;r Wirtschaftsinformatik,University of Science and Technology (UST),33,32
Institut fu&#x0308;r Wirtschaftsinformatik,Empa - Swiss Federal Laboratories for Materials Science and Technology,30,28
Institut fu&#x0308;r Wirtschaftsinformatik,National Research Council,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Manhattan College,20,21
Institut fu&#x0308;r Wirtschaftsinformatik,Metallurgy School,27,28
Institut fu&#x0308;r Wirtschaftsinformatik,Guizhou Academy of Sciences,26,26
Institut fu&#x0308;r Wirtschaftsinformatik,Gangnam Severance Hospital,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,Augusta University,30,31
Institut fu&#x0308;r Wirtschaftsinformatik,Syracuse University and Jönköping International Business School,27,33
Institut fu&#x0308;r Wirtschaftsinformatik,Bowling Green University,30,31
Institut fu&#x0308;r Wirtschaftsinformatik,Hood College,11,11
Institut fu&#x0308;r Wirtschaftsinformatik,Indian Statistical Institute Bangalore,35,41
Institut fu&#x0308;r Wirtschaftsinformatik,Kharkevich Institute for Information Transmission Problems RAS,42,39
Institut fu&#x0308;r Wirtschaftsinformatik,SG Automatisering,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,Honeywell International Inc.,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,KPMG LLP,4,8
Institut fu&#x0308;r Wirtschaftsinformatik,Tonji University,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,"ICAR - Indian Agricultural Statistics Research Institute, New Delhi",31,40
Institut fu&#x0308;r Wirtschaftsinformatik,Done Inc,16,16
Institut fu&#x0308;r Wirtschaftsinformatik,Metso Corporation,27,28
Institut fu&#x0308;r Wirtschaftsinformatik,IBS-Hyderabad,18,15
Institut fu&#x0308;r Wirtschaftsinformatik,Institute of Management Technology,42,40
Institut fu&#x0308;r Wirtschaftsinformatik,Ancitel Lombardia,27,28
Institut fu&#x0308;r Wirtschaftsinformatik,Universidad del Desarrollo,24,27
Institut fu&#x0308;r Wirtschaftsinformatik,School of Electrical and Computer Engineering,28,30
Institut fu&#x0308;r Wirtschaftsinformatik,Krannert School of Management,28,26
Institut fu&#x0308;r Wirtschaftsinformatik,Synergy Semiconductor Corp,29,30
Institut fu&#x0308;r Wirtschaftsinformatik,School of Aeronautics and Astronautics,32,33
Institut fu&#x0308;r Wirtschaftsinformatik,School of Chemical Engineering,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,Nokia Networks,25,29
Institut fu&#x0308;r Wirtschaftsinformatik,IBM Israel - Haifa Research Lab,27,29
Institut fu&#x0308;r Wirtschaftsinformatik,USTC-CityU Joint Advanced Study Institute,34,41
Institut fu&#x0308;r Wirtschaftsinformatik,McKendree College,17,14
Institut fu&#x0308;r Wirtschaftsinformatik,Inventivio GmbH,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,Multimedia Skills B.V.,19,26
Institut fu&#x0308;r Wirtschaftsinformatik,IBM,9,9
Institut fu&#x0308;r Wirtschaftsinformatik,Hangzhou Automotive Engine Plant,27,30
Institut fu&#x0308;r Wirtschaftsinformatik,Laval University,24,25
Institut fu&#x0308;r Wirtschaftsinformatik,DNV GL Oil and Gas Technology Centre,26,29
Institut fu&#x0308;r Wirtschaftsinformatik,DaLian Fisheries University,32,29
Institut fu&#x0308;r Wirtschaftsinformatik,Indian Institute of Management Kozhikode,41,42
Institut fu&#x0308;r Wirtschaftsinformatik,Universidad Diego Portales,26,27
Institut fu&#x0308;r Wirtschaftsinformatik,University of Michigan School of Dentistry,36,36
Institut fu&#x0308;r Wirtschaftsinformatik,Isra University,32,32
Institut fu&#x0308;r Wirtschaftsinformatik,Korea Automotive Technology Institute,25,46
Institut fu&#x0308;r Wirtschaftsinformatik,Chassis and Powertrain Engineering Team 2,29,34
Institut fu&#x0308;r Wirtschaftsinformatik,DHL Express Global Head Office,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,Salem State University,31,32
Institut fu&#x0308;r Wirtschaftsinformatik,"LNM Institute of Information Technology (Deemed University), Jaipur",39,38
Institut fu&#x0308;r Wirtschaftsinformatik,Taobao,17,17
Institut fu&#x0308;r Wirtschaftsinformatik,CB Richard Ellis,28,35
Institut fu&#x0308;r Wirtschaftsinformatik,Wuhan University of Science and Technology,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Pfizer Inc.,19,24
Institut fu&#x0308;r Wirtschaftsinformatik,East China Institute of Technology,42,43
Institut fu&#x0308;r Wirtschaftsinformatik,EBS Business School,26,33
Institut fu&#x0308;r Wirtschaftsinformatik,Nanya Institute of Technology Taiwan,46,42
Institut fu&#x0308;r Wirtschaftsinformatik,Chonbuk National University,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,National Credit Card Center of R.O.C.,30,34
Institut fu&#x0308;r Wirtschaftsinformatik,Management Sciences and System,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,"Dong Fang Elect. Info Indust Co.,Ltd",28,35
Institut fu&#x0308;r Wirtschaftsinformatik,Fraunhofer Institute for Experimental Software Engineering IESE,40,31
Institut fu&#x0308;r Wirtschaftsinformatik,Information Science Research Centre,31,37
Institut fu&#x0308;r Wirtschaftsinformatik,New City Media,21,22
Institut fu&#x0308;r Wirtschaftsinformatik,Jaypee Institute of Information Technology University,42,40
Institut fu&#x0308;r Wirtschaftsinformatik,University of East London,33,27
Institut fu&#x0308;r Wirtschaftsinformatik,Digital of Game and Animation Design,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,"ValueQuest, Ltd.",17,18
Institut fu&#x0308;r Wirtschaftsinformatik,College of Applied Sciences,23,21
Institut fu&#x0308;r Wirtschaftsinformatik,RCC,9,9
Institut fu&#x0308;r Wirtschaftsinformatik,Baan Company,22,23
